w1,w2,w3,succ,fail,skip,attack_contradiction_rate,avg_sentence_bert_similarity,loss
0.5070385441287195,0.09720401771454246,0.395757438156738,304.0,102.0,94.0,0.148,0.906,-0.7216656945812808
0.26438148047545795,0.24705448682917278,0.48856403269536924,300.0,106.0,94.0,0.137,0.907,-0.7305242512315271
0.43255338628078166,0.19134365415238352,0.37610295956683476,300.0,106.0,94.0,0.14,0.907,-0.7278032512315271
0.14920227731557328,0.6481475832815939,0.20265013940283272,282.0,124.0,94.0,0.174,0.904,-0.6856202561576354
0.30752178694154936,0.12643354301049808,0.5660446700479524,304.0,102.0,94.0,0.148,0.907,-0.7225176945812808
0.39640688931125045,0.4459259193248995,0.15766719136385005,274.0,132.0,94.0,0.157,0.904,-0.6970473694581281
0.2776738030690146,0.11493215607506711,0.6073940408559182,304.0,102.0,94.0,0.151,0.906,-0.7189476945812808
0.4055052584424958,0.05786660526544758,0.5366281362920566,305.0,101.0,94.0,0.151,0.906,-0.7194403054187193
0.4549805051121349,0.31619446224617725,0.22882503264168783,284.0,122.0,94.0,0.155,0.905,-0.7046264778325123
0.21236558758832602,0.2456824013781427,0.5419520110335313,301.0,105.0,94.0,0.143,0.907,-0.7255748620689655
0.22917906044481795,0.6032673575711196,0.16755358198406248,275.0,131.0,94.0,0.167,0.904,-0.6884999802955666
0.030787817476472787,0.6861670610965471,0.28304512142698,284.0,122.0,94.0,0.169,0.904,-0.6911254778325123
0.4447024241502798,0.16815005636899644,0.38714751948072385,302.0,104.0,94.0,0.142,0.907,-0.726974472906404
0.3545861318893134,0.34229283474535505,0.3031210333653315,295.0,111.0,94.0,0.166,0.902,-0.697588197044335
0.2803567608414508,0.3779097667472673,0.341733472411282,295.0,111.0,94.0,0.173,0.903,-0.692101197044335
0.3167751675947306,0.6396498557934484,0.04357497661182089,212.0,194.0,94.0,0.123,0.894,-0.6884714975369458
0.5042215183419146,0.028657306606471894,0.4671211750516135,306.0,100.0,94.0,0.15,0.905,-0.7199889162561576
0.33155205123995757,0.480941473161567,0.1875064755984754,276.0,130.0,94.0,0.17,0.905,-0.6871105911330049
0.16618055239392568,0.19008802303700842,0.6437314245690658,303.0,103.0,94.0,0.152,0.906,-0.7175490837438423
0.024452598078794744,0.26472784730686094,0.7108195546143442,300.0,106.0,94.0,0.147,0.907,-0.7214542512315271
0.4210437588995207,0.2474357435446082,0.33152049755587104,299.0,107.0,94.0,0.161,0.901,-0.7032296403940888
0.17627546224768703,0.4661070638862862,0.35761747386602677,294.0,112.0,94.0,0.173,0.904,-0.6924355862068965
0.49095277256177494,0.18495472737125776,0.3240925000669672,299.0,107.0,94.0,0.147,0.906,-0.7201086403940886
0.2800932793544631,0.2937884557112072,0.42611826493432975,302.0,104.0,94.0,0.152,0.902,-0.713664472906404
0.33250240294006506,0.13246510187042213,0.5350324951895129,304.0,102.0,94.0,0.145,0.907,-0.7252386945812808
0.3081222446825157,0.35298588704619255,0.33889186827129175,295.0,111.0,94.0,0.173,0.903,-0.692101197044335
0.44106738395857414,0.17648381369843386,0.38244880234299194,302.0,104.0,94.0,0.139,0.906,-0.728834472906404
0.3287712666202888,0.014970576441334463,0.6562581569383767,302.0,104.0,94.0,0.152,0.907,-0.717904472906404
0.3220980750817444,0.19148921987665196,0.4864127050416037,302.0,104.0,94.0,0.139,0.908,-0.730556472906404
0.24778591516524162,0.280272401186949,0.4719416836478093,303.0,103.0,94.0,0.145,0.907,-0.7247460837438423
0.2993355381762693,0.4883611370624813,0.21230332476124933,274.0,132.0,94.0,0.168,0.904,-0.6871033694581281
0.17804526044652402,0.39030289831674325,0.4316518412367328,297.0,109.0,94.0,0.178,0.902,-0.6877494187192119
0.13438078730555708,0.2550601825129973,0.6105590301814456,301.0,105.0,94.0,0.146,0.907,-0.7228538620689655
0.23395890930192406,0.25042365300500885,0.5156174376930671,300.0,106.0,94.0,0.143,0.908,-0.725939251231527
0.411421231750482,0.08544224513541437,0.5031365231141035,306.0,100.0,94.0,0.15,0.905,-0.7199889162561576
0.42160429318596704,0.0015438139121714965,0.5768518929018613,304.0,102.0,94.0,0.155,0.907,-0.7161686945812807
0.2327218558237232,0.24356051521576716,0.5237176289605097,301.0,105.0,94.0,0.143,0.907,-0.7255748620689655
0.3005310707005709,0.3018968752774876,0.3975720540219414,300.0,106.0,94.0,0.163,0.901,-0.701920251231527
0.4061888719592308,0.3186482901370855,0.27516283790368373,292.0,114.0,94.0,0.175,0.902,-0.6879923645320197
0.2972180951140951,0.13810333974399402,0.564678565141911,304.0,102.0,94.0,0.145,0.906,-0.7243836945812808
0.44071887349312866,0.054700889221135966,0.5045802372857354,306.0,100.0,94.0,0.15,0.906,-0.7208389162561576
0.5651300336123887,0.3220506034685769,0.11281936291903438,237.0,169.0,94.0,0.093,0.899,-0.7321417684729065
